Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2024,5,1,    69.2,    38.0,    48.0,    48.2,    30.0,    34.9,    24.4,     6.2,    40.7
Ang Mo Kio,2024,5,2,     5.8,     4.6,    31.4,    48.6,    28.6,    33.0,    26.1,     3.5,    26.3
Ang Mo Kio,2024,5,3,    37.2,    13.0,    17.8,    27.4,    28.3,    34.2,    25.5,     3.6,    24.1
Ang Mo Kio,2024,5,4,    32.2,     8.6,    14.2,    21.0,    26.0,    27.8,    23.9,     4.5,    29.1
Ang Mo Kio,2024,5,5,     0.0,     0.0,     0.0,     0.0,    29.7,    34.4,    25.6,     5.2,    24.4
Ang Mo Kio,2024,5,6,     0.0,     0.0,     0.0,     0.0,    30.5,    34.0,    28.6,     7.3,    30.9
Ang Mo Kio,2024,5,7,     8.2,     5.2,     8.0,     8.2,    28.6,    31.5,    25.8,     4.4,    23.0
Ang Mo Kio,2024,5,8,    18.6,    15.0,    18.2,    18.6,    28.3,    31.9,    24.7,     4.9,    25.6
Ang Mo Kio,2024,5,9,     0.0,     0.0,     0.0,     0.0,    30.2,    35.0,    27.2,     6.4,    31.3
Ang Mo Kio,2024,5,10,     0.0,     0.0,     0.0,     0.0,    30.0,    33.0,    28.7,     6.9,    41.9
Ang Mo Kio,2024,5,11,     0.0,     0.0,     0.0,     0.0,    29.9,    33.8,    27.4,     6.1,    28.2
Ang Mo Kio,2024,5,12,     2.2,     2.2,     2.2,     2.2,    29.1,    33.6,    27.0,     4.4,    26.3
Ang Mo Kio,2024,5,13,     1.6,     1.4,     1.6,     1.6,    28.9,    33.9,    26.5,     4.1,    32.4
Ang Mo Kio,2024,5,14,    63.6,    39.4,    61.2,    63.6,    28.6,    35.3,    24.3,     4.0,    34.3
Ang Mo Kio,2024,5,15,    27.0,    20.0,    24.8,    26.8,    28.4,    32.7,    26.2,     3.6,    28.9
Ang Mo Kio,2024,5,16,    10.6,     4.4,     8.6,     8.6,    27.4,    31.5,    24.9,     3.9,    35.0
Ang Mo Kio,2024,5,17,     1.4,     1.2,     1.2,     1.2,    29.1,    33.2,    25.8,     4.4,    27.0
Ang Mo Kio,2024,5,18,     0.0,     0.0,     0.0,     0.0,    29.6,    33.5,    27.3,     5.1,    33.2
Ang Mo Kio,2024,5,19,     2.6,     2.6,     2.6,     2.6,    29.6,    33.5,    27.5,     5.9,    35.0
Ang Mo Kio,2024,5,20,    14.8,     7.6,     9.4,    10.2,    28.3,    30.8,    25.8,     5.4,    26.7
Ang Mo Kio,2024,5,21,     0.0,     0.0,     0.0,     0.0,    29.4,    31.9,    26.8,     5.3,    32.4
Ang Mo Kio,2024,5,22,    44.4,    24.0,    32.0,    33.4,    28.1,    31.6,    24.9,     3.7,    22.6
Ang Mo Kio,2024,5,23,    28.0,    23.6,    27.2,    27.6,    28.5,    32.8,    25.3,     3.8,    35.6
Ang Mo Kio,2024,5,24,     1.6,     0.6,     1.0,     1.2,    28.2,    32.4,    24.7,     3.3,    24.4
Ang Mo Kio,2024,5,25,     7.6,     2.8,     3.0,     3.4,    28.0,    33.0,    25.5,     3.8,    29.8
Ang Mo Kio,2024,5,26,     0.0,     0.0,     0.0,     0.0,    29.6,    33.5,    26.7,     4.2,    23.3
Ang Mo Kio,2024,5,27,     0.0,     0.0,     0.0,     0.0,    30.6,    34.7,    29.0,     5.9,    30.2
Ang Mo Kio,2024,5,28,     0.4,     0.4,     0.4,     0.4,    30.0,    33.2,    27.7,     5.0,    30.6
Ang Mo Kio,2024,5,29,     0.0,     0.0,     0.0,     0.0,    30.6,    35.0,    27.9,     6.5,    36.7
Ang Mo Kio,2024,5,30,     0.8,     0.8,     0.8,     0.8,    30.0,    32.6,    27.3,     6.4,    40.4
Ang Mo Kio,2024,5,31,     0.0,     0.0,     0.0,     0.0,    30.0,    33.4,    28.3,     5.2,    23.0
