Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Ang Mo Kio,2024,3,1,     2.2,     1.4,     1.8,     1.8,    28.4,    32.0,    26.7,     7.7,    31.3
Ang Mo Kio,2024,3,2,    13.8,     8.4,     9.6,    13.2,    27.7,    31.3,    25.2,     6.9,    45.0
Ang Mo Kio,2024,3,3,    15.8,     7.6,     7.8,     8.4,    26.5,    29.5,    24.3,     6.1,    30.2
Ang Mo Kio,2024,3,4,    13.4,     8.4,     8.4,     8.4,    27.7,    31.6,    25.1,     6.4,    29.1
Ang Mo Kio,2024,3,5,    32.2,    13.0,    16.4,    18.6,    26.3,    31.5,    23.9,     4.0,    21.7
Ang Mo Kio,2024,3,6,     0.6,     0.4,     0.4,     0.4,    27.3,    33.5,    24.9,     4.2,    22.0
Ang Mo Kio,2024,3,7,    32.6,    13.8,    25.8,    27.0,    27.7,    34.3,    24.3,     4.1,    36.7
Ang Mo Kio,2024,3,8,     3.8,     2.0,     3.2,     3.6,    27.1,    31.0,    25.4,     4.2,    23.3
Ang Mo Kio,2024,3,9,     0.2,     0.2,     0.2,     0.2,    28.5,    32.8,    25.6,     6.4,    27.8
Ang Mo Kio,2024,3,10,     0.4,     0.4,     0.4,     0.4,    27.9,    30.9,    25.9,     7.0,    30.2
Ang Mo Kio,2024,3,11,     0.0,     0.0,     0.0,     0.0,    28.6,    33.0,    25.9,     8.0,    34.3
Ang Mo Kio,2024,3,12,     0.0,     0.0,     0.0,     0.0,    29.0,    33.6,    27.0,     8.2,    32.4
Ang Mo Kio,2024,3,13,     0.0,     0.0,     0.0,     0.0,    28.9,    33.8,    25.4,     8.5,    29.1
Ang Mo Kio,2024,3,14,     0.0,     0.0,     0.0,     0.0,    28.7,    34.9,    25.7,     8.1,    31.3
Ang Mo Kio,2024,3,15,     0.0,     0.0,     0.0,     0.0,    28.3,    32.3,    25.7,     6.9,    28.2
Ang Mo Kio,2024,3,16,     0.0,     0.0,     0.0,     0.0,    28.7,    33.9,    25.6,     7.3,    33.9
Ang Mo Kio,2024,3,17,     0.0,     0.0,     0.0,     0.0,    29.3,    34.4,    26.1,     8.9,    35.0
Ang Mo Kio,2024,3,18,     0.0,     0.0,     0.0,     0.0,    29.5,    34.4,    26.0,     8.3,    29.1
Ang Mo Kio,2024,3,19,     0.0,     0.0,     0.0,     0.0,    29.0,    33.4,    26.8,     7.8,    34.6
Ang Mo Kio,2024,3,20,     0.0,     0.0,     0.0,     0.0,    28.8,    31.7,    26.7,     9.6,    40.7
Ang Mo Kio,2024,3,21,     8.4,     7.6,     8.4,     8.4,    28.4,    32.0,    26.7,     7.7,    32.0
Ang Mo Kio,2024,3,22,     0.0,     0.0,     0.0,     0.0,    28.9,    32.9,    26.1,     8.0,    29.4
Ang Mo Kio,2024,3,23,     0.0,     0.0,     0.0,     0.0,    29.6,    34.5,    26.2,     7.3,    27.4
Ang Mo Kio,2024,3,24,     0.0,     0.0,     0.0,     0.0,    29.5,    34.1,    26.5,     7.2,    28.5
Ang Mo Kio,2024,3,25,     0.0,     0.0,     0.0,     0.0,    29.7,    34.7,    26.3,     7.7,    36.7
Ang Mo Kio,2024,3,26,     0.0,     0.0,     0.0,     0.0,    29.8,    34.4,    27.0,     8.1,    34.6
Ang Mo Kio,2024,3,27,     0.0,     0.0,     0.0,     0.0,    29.7,    34.4,    26.7,     7.7,    33.5
Ang Mo Kio,2024,3,28,     0.0,     0.0,     0.0,     0.0,    29.9,    33.4,    27.1,     7.6,    35.6
Ang Mo Kio,2024,3,29,     0.0,     0.0,     0.0,     0.0,    30.3,    34.9,    28.0,     9.0,    36.7
Ang Mo Kio,2024,3,30,     0.0,     0.0,     0.0,     0.0,    30.1,    34.6,    27.8,     7.7,    39.3
Ang Mo Kio,2024,3,31,     4.6,     3.4,     4.6,     4.6,    29.3,    34.1,    27.3,     4.0,    21.7
