"station","year","month","day","daily_rainfall_total_mm","highest_30_min_rainfall_mm","highest_60_min_rainfall_mm","highest_120_min_rainfall_mm","mean_temperature_c","maximum_temperature_c","minimum_temperature_c","mean_wind_speed_km_h","max_wind_speed_km_h","mean_temperature_a_c","maximum_temperature_a_c","minimum_temperature_a_c"
"Marina Barrage","2014","1","1","0","0","0","0","27.1","29.6","25.4","9.7","32",NA,NA,NA
"Marina Barrage","2014","1","2","0","0","0","0","27.8","31.1","25.7","9.6","31.3",NA,NA,NA
"Marina Barrage","2014","1","3","0","0","0","0","27.6","31.9","25.8","9","29.5",NA,NA,NA
"Marina Barrage","2014","1","4","21.8","15.6","17.6","17.8","26.7","31.9","24.1","5","27.4",NA,NA,NA
"Marina Barrage","2014","1","5","13","4.4","6","8.2","25.5","27.3","23.8","7.4","31",NA,NA,NA
"Marina Barrage","2014","1","6","20.8","2.6","4.6","7.2","25.6","27.1","24.1","5.6","44.3",NA,NA,NA
"Marina Barrage","2014","1","7","0.4","0.4","0.4","0.4","27.1","32.1","24.8","6.1","22",NA,NA,NA
"Marina Barrage","2014","1","8","0","0","0","0","28","33.8","25.2","9.3","34.6",NA,NA,NA
"Marina Barrage","2014","1","9","1","0.8","0.8","0.8","26.8","31.1","24.8","5.6","27.7",NA,NA,NA
"Marina Barrage","2014","1","10","0","0","0","0","27.6","32.2","24.8","4.7","20.5",NA,NA,NA
"Marina Barrage","2014","1","11","25","19.4","22","24.8","27.5","34","24.5","9.8","36.4",NA,NA,NA
"Marina Barrage","2014","1","12","1.4","1.4","1.4","1.4","26.7","29.1","25.3","11","37.4",NA,NA,NA
"Marina Barrage","2014","1","13","0","0","0","0","27.1","29.7","25.4","12.7","36.7",NA,NA,NA
"Marina Barrage","2014","1","14","0","0","0","0","26.9","31","24.9","11.2","38.2",NA,NA,NA
"Marina Barrage","2014","1","15","1","1","1","1","26.1","28.2","24.9","11.2","33.8",NA,NA,NA
"Marina Barrage","2014","1","16","0","0","0","0","26.2","28.9","24.5","12.4","35.6",NA,NA,NA
"Marina Barrage","2014","1","17","0","0","0","0","26.4","30.3","24.4","14.6","39.2",NA,NA,NA
"Marina Barrage","2014","1","18","0","0","0","0","26.4","29.4","24.7","13.5","45",NA,NA,NA
"Marina Barrage","2014","1","19","0","0","0","0","26.4","29.1","24.4","11.7","37.1",NA,NA,NA
"Marina Barrage","2014","1","20","0","0","0","0","26.4","31","24.4","13.7","37.8",NA,NA,NA
"Marina Barrage","2014","1","21","0","0","0","0","26.1","30.5","24.4","13.2","35.6",NA,NA,NA
"Marina Barrage","2014","1","22","0","0","0","0","26","29.3","24.3","12.9","34.6",NA,NA,NA
"Marina Barrage","2014","1","23","0","0","0","0","26","29.2","24.3","12.7","36.4",NA,NA,NA
"Marina Barrage","2014","1","24","0","0","0","0","26","29.2","24.3","12.8","45.4",NA,NA,NA
"Marina Barrage","2014","1","25","0","0","0","0","26.1","29.5","24.1","10.6","32.8",NA,NA,NA
"Marina Barrage","2014","1","26","0","0","0","0","26","29.5","23.9","10.2","33.5",NA,NA,NA
"Marina Barrage","2014","1","27","0","0","0","0","26.1","29.6","23.9","12.5","37.4",NA,NA,NA
"Marina Barrage","2014","1","28","0","0","0","0","26.6","30","24.5","11.9","34.2",NA,NA,NA
"Marina Barrage","2014","1","29","0","0","0","0","26.8","30.7","24.5","12.9","36.4",NA,NA,NA
"Marina Barrage","2014","1","30","0","0","0","0","26.4","30.6","24","12","37.4",NA,NA,NA
"Marina Barrage","2014","1","31","0","0","0","0","26.6","31.6","23.9","12.5","34.6",NA,NA,NA
"Marina Barrage","2014","2","1","0","0","0","0","26.9","34.3","23.7","11.2","32.8",NA,NA,NA
"Marina Barrage","2014","2","2","0","0","0","0","26.4","31.6","23.9","9.9","34.9",NA,NA,NA
"Marina Barrage","2014","2","3","0","0","0","0","26.8","33","24.1","8.4","25.9",NA,NA,NA
"Marina Barrage","2014","2","4","0","0","0","0","27","33.4","24.3","8.5","24.8",NA,NA,NA
"Marina Barrage","2014","2","5","0","0","0","0","26.9","34.9","24.1","10","29.2",NA,NA,NA
"Marina Barrage","2014","2","6","0","0","0","0","27","32.9","24.2","9.7","29.5",NA,NA,NA
"Marina Barrage","2014","2","7","0","0","0","0","27","32.9","24.9","9.1","27",NA,NA,NA
"Marina Barrage","2014","2","8","0","0","0","0","27.2","32.6","24.7","7.6","23.8",NA,NA,NA
"Marina Barrage","2014","2","9","3","3","3","3","27.3","31","25.2","7.4","23",NA,NA,NA
"Marina Barrage","2014","2","10","0","0","0","0","28","33.7","25.3","6.6","25.6",NA,NA,NA
"Marina Barrage","2014","2","11","0","0","0","0","28.2","34.2","25.7","10","31",NA,NA,NA
"Marina Barrage","2014","2","12","0","0","0","0","27.7","32.7","25","10.8","35.6",NA,NA,NA
"Marina Barrage","2014","2","13","0","0","0","0","28.2","34.2","25.8","11.6","34.6",NA,NA,NA
"Marina Barrage","2014","2","14","0","0","0","0","27.9","31.5","25.7","11.4","35.6",NA,NA,NA
"Marina Barrage","2014","2","15","0","0","0","0","27.8","31.6","25.5","12.6","34.6",NA,NA,NA
"Marina Barrage","2014","2","16","0","0","0","0","27.9","31.9","25.6","11","31.3",NA,NA,NA
"Marina Barrage","2014","2","17","0","0","0","0","27.8","31.5","25.7","11.6","34.6",NA,NA,NA
"Marina Barrage","2014","2","18","0","0","0","0","28","32.4","25.6","10.4","33.1",NA,NA,NA
"Marina Barrage","2014","2","19","0","0","0","0","28","32.4","25.4","9.2","28.4",NA,NA,NA
"Marina Barrage","2014","2","20","0","0","0","0","27.9","31.6","25.6","11.7","35.6",NA,NA,NA
"Marina Barrage","2014","2","21","0","0","0","0","27.7","30.5","25.9","13","38.5",NA,NA,NA
"Marina Barrage","2014","2","22","0","0","0","0","28","32.4","25.5","14.3","44.3",NA,NA,NA
"Marina Barrage","2014","2","23","0","0","0","0","27.6","31.4","22","11.1","37.1",NA,NA,NA
"Marina Barrage","2014","2","24","0","0","0","0","27.3","31.7","24.9","11.8","36.4",NA,NA,NA
"Marina Barrage","2014","2","25","0","0","0","0","27.3","31.6","24.7","11.5","31.7",NA,NA,NA
"Marina Barrage","2014","2","26","0","0","0","0","27.5","31.1","24.9","12","36.4",NA,NA,NA
"Marina Barrage","2014","2","27","0","0","0","0","27.9","32.1","25","12.4","39.2",NA,NA,NA
"Marina Barrage","2014","2","28","0","0","0","0","27.8","31.8","25.2","11.2","36.7",NA,NA,NA
"Marina Barrage","2014","3","1","0","0","0","0","27.7","32.3","25.6","10.2","32.4",NA,NA,NA
"Marina Barrage","2014","3","2","0","0","0","0","28.1","34.1","25.4","8.6","24.1",NA,NA,NA
"Marina Barrage","2014","3","3","0","0","0","0","27.9","32.3","25.6","8.4","27.4",NA,NA,NA
"Marina Barrage","2014","3","4","0","0","0","0","27.9","33.6","25.4","9.5","37.4",NA,NA,NA
"Marina Barrage","2014","3","5","0","0","0","0","28.2","35.1","25.1","10.6","32",NA,NA,NA
"Marina Barrage","2014","3","6","0","0","0","0","27.6","30.9","25","9.3","34.9",NA,NA,NA
"Marina Barrage","2014","3","7","0","0","0","0","28.1","32.2","25.3","9.7","31.7",NA,NA,NA
"Marina Barrage","2014","3","8","0","0","0","0","28.2","33","25.6","9.6","28.8",NA,NA,NA
"Marina Barrage","2014","3","9","0","0","0","0","28","33","25.2","11","33.1",NA,NA,NA
"Marina Barrage","2014","3","10","0","0","0","0","27.8","32.2","25.5","10.9","37.1",NA,NA,NA
"Marina Barrage","2014","3","11","0","0","0","0","28.5","33.5","25.7","12.6","34.9",NA,NA,NA
"Marina Barrage","2014","3","12","0","0","0","0","28.4","33.2","25.8","11.1","34.6",NA,NA,NA
"Marina Barrage","2014","3","13","0","0","0","0","28.6","34.4","25.9","8.5","28.1",NA,NA,NA
"Marina Barrage","2014","3","14","0","0","0","0","29","34.8","26.2","9.2","35.6",NA,NA,NA
"Marina Barrage","2014","3","15","0","0","0","0","28.4","30.7","26.4","9.7","31",NA,NA,NA
"Marina Barrage","2014","3","16","31","11.6","15.8","24.4","26.5","28.5","23.7","7.1","75.2",NA,NA,NA
"Marina Barrage","2014","3","17","29.2","20.4","24.6","24.6","26.7","30.2","24.6","5.9","27",NA,NA,NA
"Marina Barrage","2014","3","18","31.8","11.4","17.2","26","27","30.9","25.3","5.4","26.3",NA,NA,NA
"Marina Barrage","2014","3","19","4.2","4.2","4.2","4.2","27.5","31.4","25.6","6.2","29.5",NA,NA,NA
"Marina Barrage","2014","3","20","71.6","52.8","63.6","71.4","27.2","33.4","23.6","5.6","40.7",NA,NA,NA
"Marina Barrage","2014","3","21","0.4","0.4","0.4","0.4","27.9","31.5","25.5","6.1","21.2",NA,NA,NA
"Marina Barrage","2014","3","22","0","0","0","0","27.7","31.4","25.5","8.6","28.4",NA,NA,NA
"Marina Barrage","2014","3","23","0","0","0","0","28.3","33","25.5","8.8","28.8",NA,NA,NA
"Marina Barrage","2014","3","24","0","0","0","0","28.4","32.5","25.5","8.4","29.2",NA,NA,NA
"Marina Barrage","2014","3","25","0","0","0","0","28.8","33.2","26.2","10.9","32.8",NA,NA,NA
"Marina Barrage","2014","3","26","0","0","0","0","28.9","32.7","26.6","9","29.9",NA,NA,NA
"Marina Barrage","2014","3","27","0","0","0","0","29.1","32.7","26.6","8.2","25.9",NA,NA,NA
"Marina Barrage","2014","3","28","0","0","0","0","28.8","31.8","26.5","7.2","26.3",NA,NA,NA
"Marina Barrage","2014","3","29","0","0","0","0","29.3","33.1","27.3","5.6","20.5",NA,NA,NA
"Marina Barrage","2014","3","30","0","0","0","0","29.2","33","26.8","5.2","17.6",NA,NA,NA
"Marina Barrage","2014","3","31","0","0","0","0","29.4","33","27.3","6.6","26.3",NA,NA,NA
"Marina Barrage","2014","4","1","0","0","0","0","28.9","32.6","26.5","4.4","22.3",NA,NA,NA
"Marina Barrage","2014","4","2","0","0","0","0","29.5","33.3","27.3","4.6","20.9",NA,NA,NA
"Marina Barrage","2014","4","3","0","0","0","0","29.6","33.2","27.7","6.6","28.4",NA,NA,NA
"Marina Barrage","2014","4","4","0.6","0.6","0.6","0.6","29.2","32.1","27","5.8","19.1",NA,NA,NA
"Marina Barrage","2014","4","5","28.4","7.8","9.2","17.4","26.7","28.5","23.5","4.6","85",NA,NA,NA
"Marina Barrage","2014","4","6","0","0","0","0","28.9","32.9","26","8.7","27",NA,NA,NA
"Marina Barrage","2014","4","7","0","0","0","0","29.2","34.5","26.4","5.3","19.1",NA,NA,NA
"Marina Barrage","2014","4","8","3.8","2","2.2","3","28.3","32.7","25.4","4.9","19.8",NA,NA,NA
"Marina Barrage","2014","4","9","0","0","0","0","28.7","32.8","25.9","5.6","27.4",NA,NA,NA
"Marina Barrage","2014","4","10","8.2","8","8.2","8.2","28.5","33.9","24.2","5.2","22",NA,NA,NA
"Marina Barrage","2014","4","11","3.4","2.2","2.4","3.4","28.2","32.2","24.7","5.4","29.9",NA,NA,NA
"Marina Barrage","2014","4","12","2.4","1.2","1.2","1.2","27.5","31.3","24.5","4.8","30.2",NA,NA,NA
"Marina Barrage","2014","4","13","0","0","0","0","28.9","33","25.7","4.9","18",NA,NA,NA
"Marina Barrage","2014","4","14","46","37.8","45.2","46","28.6","33.1","23.2","5.5","46.1",NA,NA,NA
"Marina Barrage","2014","4","15","0","0","0","0","29","32.7","25.9","4.8","19.8",NA,NA,NA
"Marina Barrage","2014","4","16","0","0","0","0","29.2","32.7","26.9","4.4","16.9",NA,NA,NA
"Marina Barrage","2014","4","17","0.4","0.4","0.4","0.4","29.3","33.3","26.9","3.6","18",NA,NA,NA
"Marina Barrage","2014","4","18","17.8","15.6","17.6","17.6","28.5","32.4","24.7","5.2","39.2",NA,NA,NA
"Marina Barrage","2014","4","19","0","0","0","0","29.3","32.6","26.3","4.8","21.6",NA,NA,NA
"Marina Barrage","2014","4","20","0","0","0","0","28.8","31.8","27.2","4.8","26.6",NA,NA,NA
"Marina Barrage","2014","4","21","25.4","18.8","21.4","21.4","27.2","29.2","25.3","4.4","29.9",NA,NA,NA
"Marina Barrage","2014","4","22","0","0","0","0","28.8","33.8","25.8","4.4","19.4",NA,NA,NA
"Marina Barrage","2014","4","23","0","0","0","0","29.2","33","26.4","4.4","20.9",NA,NA,NA
"Marina Barrage","2014","4","24","0","0","0","0","29.3","34.1","26.8","5.8","38.2",NA,NA,NA
"Marina Barrage","2014","4","25","0","0","0","0","29.4","33.5","26.3","5.3","21.6",NA,NA,NA
"Marina Barrage","2014","4","26","0","0","0","0","29.7","33.1","27.5","4.1","19.4",NA,NA,NA
"Marina Barrage","2014","4","27","53.6","44","51.2","53.6","29.1","32.3","23.8","4.2","31.7",NA,NA,NA
"Marina Barrage","2014","4","28","50.4","26.6","36.2","42.4","28.9","32.8","24.4","4.3","30.6",NA,NA,NA
"Marina Barrage","2014","4","29","1","0.8","0.8","1","29.4","32.8","25.8","4","23",NA,NA,NA
"Marina Barrage","2014","4","30","0","0","0","0","29.3","32.1","27.2","4.1","17.3",NA,NA,NA
"Marina Barrage","2014","5","1","2","2","2","2","28.8","30.8","25.2","5.4","30.2",NA,NA,NA
"Marina Barrage","2014","5","2","0","0","0","0","30.1","33.5","27.5","4.2","16.6",NA,NA,NA
"Marina Barrage","2014","5","3","0","0","0","0","30.2","34.5","28.8","5.4","19.1",NA,NA,NA
"Marina Barrage","2014","5","4","0","0","0","0","30.3","33.9","27.5","5.9","22.7",NA,NA,NA
"Marina Barrage","2014","5","5","0","0","0","0","30.2","33.7","27.4","5.4","24.8",NA,NA,NA
"Marina Barrage","2014","5","6","0","0","0","0","30.6","34.3","28.2","5.5","19.1",NA,NA,NA
"Marina Barrage","2014","5","7","5.2","3.6","4.8","4.8","29.1","34","25.5","5.3","24.5",NA,NA,NA
"Marina Barrage","2014","5","8","0","0","0","0","28.6","32","25.6","4.3","24.5",NA,NA,NA
"Marina Barrage","2014","5","9","1.2","1.2","1.2","1.2","29.7","33","28","3.4","13.3",NA,NA,NA
"Marina Barrage","2014","5","10","0","0","0","0","30.6","34.1","28.8","4.8","18.7",NA,NA,NA
"Marina Barrage","2014","5","11","0","0","0","0","30.1","34.4","28","4","15.8",NA,NA,NA
"Marina Barrage","2014","5","12","0","0","0","0","29.2","32.9","27.7","3.4","28.1",NA,NA,NA
"Marina Barrage","2014","5","13","0","0","0","0","30.2","34","27","4.6","21.2",NA,NA,NA
"Marina Barrage","2014","5","14","9","7.6","8.4","8.8","28.5","30.2","24.8","5.4","40.7",NA,NA,NA
"Marina Barrage","2014","5","15","0","0","0","0","29.9","32.9","27.3","5","18.7",NA,NA,NA
"Marina Barrage","2014","5","16","1.6","1.4","1.6","1.6","29.4","32","24.7","4.5","42.1",NA,NA,NA
"Marina Barrage","2014","5","17","0","0","0","0","29.2","31.3","27.5","4.8","32.4",NA,NA,NA
"Marina Barrage","2014","5","18","39.2","16.6","22.6","23.6","27.3","30","24.3","4.7","35.6",NA,NA,NA
"Marina Barrage","2014","5","19","9","5.6","6","6","27.6","30.7","24","5.2","31.7",NA,NA,NA
"Marina Barrage","2014","5","20","3.2","1","1.8","3","28.1","32.4","23.7","3.9","15.1",NA,NA,NA
"Marina Barrage","2014","5","21","0","0","0","0","28.8","32.7","27","3.9","17.6",NA,NA,NA
"Marina Barrage","2014","5","22","0","0","0","0","29.5","32.7","26.8","4.7","20.2",NA,NA,NA
"Marina Barrage","2014","5","23","5.2","2.2","3.2","4.2","27.8","31.9","25.1","4.1","36.7",NA,NA,NA
"Marina Barrage","2014","5","24","0","0","0","0","29","33.2","26.3","5","22.3",NA,NA,NA
"Marina Barrage","2014","5","25","0","0","0","0","30.3","33.9","27","4.5","18.4",NA,NA,NA
"Marina Barrage","2014","5","26","0","0","0","0","29.6","32.8","28.1","3.9","19.1",NA,NA,NA
"Marina Barrage","2014","5","27","10.2","7.4","9.6","10.2","28.3","30.7","25.5","5","25.2",NA,NA,NA
"Marina Barrage","2014","5","28","5","3.6","4.2","4.4","29.4","33.8","26.3","5","21.2",NA,NA,NA
"Marina Barrage","2014","5","29","0.6","0.6","0.6","0.6","29.8","33.2","27.2","3.9","15.8",NA,NA,NA
"Marina Barrage","2014","5","30","0.2","0.2","0.2","0.2","28.6","31.7","25.1","4.5","22",NA,NA,NA
"Marina Barrage","2014","5","31","0","0","0","0","29.7","32.7","27.2","4.9","24.1",NA,NA,NA
"Marina Barrage","2014","6","1","10.6","6.6","6.8","6.8","28.9","32.6","25.6","3.6","24.1",NA,NA,NA
"Marina Barrage","2014","6","2","0.2","0.2","0.2","0.2","29.6","32.9","27.6","3.7","27",NA,NA,NA
"Marina Barrage","2014","6","3","0","0","0","0","30.1","33.5","28.3","4.8","24.1",NA,NA,NA
"Marina Barrage","2014","6","4","2","0.6","0.8","1","28.5","29.7","27","4","21.2",NA,NA,NA
"Marina Barrage","2014","6","5","6","2","2.6","3","27.7","29.6","25.6","5.6","32.8",NA,NA,NA
"Marina Barrage","2014","6","6","4.4","1.6","2","2.8","27.8","31.4","26","5.3","37.1",NA,NA,NA
"Marina Barrage","2014","6","7","0.8","0.8","0.8","0.8","29.7","33.6","27.4","4.8","22.3",NA,NA,NA
"Marina Barrage","2014","6","8","0","0","0","0","30.4","33.7","28","5.1","19.1",NA,NA,NA
"Marina Barrage","2014","6","9","0","0","0","0","30.3","34.7","28.6","3.9","23.4",NA,NA,NA
"Marina Barrage","2014","6","10","0.6","0.6","0.6","0.6","30.6","34.3","28.1","4.2","24.5",NA,NA,NA
"Marina Barrage","2014","6","11","0","0","0","0","30.6","34","28.2","4.4","19.1",NA,NA,NA
"Marina Barrage","2014","6","12","5.4","3.8","4.4","5.2","","","","5.8","46.4",NA,NA,NA
"Marina Barrage","2014","6","13","0","0","0","0","30.2","34","27.7","4.3","16.2",NA,NA,NA
"Marina Barrage","2014","6","14","2.6","1.4","1.6","2.2","27.9","30.8","24.4","4","39.2",NA,NA,NA
"Marina Barrage","2014","6","15","0.4","0.2","0.4","0.4","29.7","32.6","28","4.6","18.7",NA,NA,NA
"Marina Barrage","2014","6","16","0","0","0","0","30.5","33.7","28.8","5.5","18",NA,NA,NA
"Marina Barrage","2014","6","17","0","0","0","0","31","34.4","28.7","5.4","17.3",NA,NA,NA
"Marina Barrage","2014","6","18","14","11","12","13.2","29","32.6","23.7","5.2","32.8",NA,NA,NA
"Marina Barrage","2014","6","19","7","6.4","6.6","6.6","29.3","33.7","24.5","4.7","35.3",NA,NA,NA
"Marina Barrage","2014","6","20","0","0","0","0","30.8","33.9","29","5.6","16.6",NA,NA,NA
"Marina Barrage","2014","6","21","0","0","0","0","31.1","34.5","28.9","4.4","18.7",NA,NA,NA
"Marina Barrage","2014","6","22","0.4","0.4","0.4","0.4","30.1","33.4","27.7","4.8","21.2",NA,NA,NA
"Marina Barrage","2014","6","23","0","0","0","0","30.1","33.3","28","4.6","21.6",NA,NA,NA
"Marina Barrage","2014","6","24","6.2","5.4","6.2","6.2","29.9","32.7","25.1","4.4","24.1",NA,NA,NA
"Marina Barrage","2014","6","25","0.4","0.4","0.4","0.4","28.9","31.4","25.1","6","37.4",NA,NA,NA
"Marina Barrage","2014","6","26","0","0","0","0","30","32.8","28","4.7","18.7",NA,NA,NA
"Marina Barrage","2014","6","27","0","0","0","0","28","29.3","26.2","5.5","41",NA,NA,NA
"Marina Barrage","2014","6","28","0","0","0","0","29","31.6","27.3","4.5","16.6",NA,NA,NA
"Marina Barrage","2014","6","29","3","3","3","3","29.4","31.9","25.1","3.8","27.4",NA,NA,NA
"Marina Barrage","2014","6","30","7.4","3.4","6.2","7","27.5","30.6","24.2","5","34.2",NA,NA,NA
"Marina Barrage","2014","7","1","0","0","0","0","29.2","33.4","26.7","3.9","23.8",NA,NA,NA
"Marina Barrage","2014","7","2","0","0","0","0","29.6","32.2","27.6","4.6","20.5",NA,NA,NA
"Marina Barrage","2014","7","3","5.8","4.6","4.6","5.8","28.9","31.5","25.1","4","21.2",NA,NA,NA
"Marina Barrage","2014","7","4","0.8","0.8","0.8","0.8","28.8","31.3","26.9","4.2","27.7",NA,NA,NA
"Marina Barrage","2014","7","5","7.2","7","7.2","7.2","28.4","31.1","23.8","5","45.4",NA,NA,NA
"Marina Barrage","2014","7","6","0.8","0.8","0.8","0.8","29.3","32.9","27.3","4.4","26.3",NA,NA,NA
"Marina Barrage","2014","7","7","6.8","6.6","6.8","6.8","29","31.8","23.9","4.8","35.6",NA,NA,NA
"Marina Barrage","2014","7","8","15.8","12","14.4","15.4","28.1","30.8","23.7","5.1","41.8",NA,NA,NA
"Marina Barrage","2014","7","9","22.2","19.8","20.6","21","27.8","28.9","22.9","5.3","38.9",NA,NA,NA
"Marina Barrage","2014","7","10","0","0","0","0","29.6","33.6","27.8","5.5","24.1",NA,NA,NA
"Marina Barrage","2014","7","11","1.2","0.6","0.6","0.6","29","32","26.7","4.3","25.6",NA,NA,NA
"Marina Barrage","2014","7","12","0","0","0","0","28.2","31.1","25.5","4.8","27.4",NA,NA,NA
"Marina Barrage","2014","7","13","0","0","0","0","29.4","32.6","27","5.6","19.4",NA,NA,NA
"Marina Barrage","2014","7","14","0","0","0","0","30.4","33.2","28.4","5.1","16.9",NA,NA,NA
"Marina Barrage","2014","7","15","0","0","0","0","30.3","33.6","28.8","5.4","17.6",NA,NA,NA
"Marina Barrage","2014","7","16","0","0","0","0","30.2","33.9","28.1","4.8","19.1",NA,NA,NA
"Marina Barrage","2014","7","17","15.6","15.2","15.6","15.6","28.4","30.4","23","5.3","40.3",NA,NA,NA
"Marina Barrage","2014","7","18","0","0","0","0","29.6","32.9","27.7","4.9","19.8",NA,NA,NA
"Marina Barrage","2014","7","19","0.8","0.6","0.8","0.8","29.4","32.6","27.2","4.5","28.1",NA,NA,NA
"Marina Barrage","2014","7","20","0","0","0","0","30.1","33.6","28","5","19.4",NA,NA,NA
"Marina Barrage","2014","7","21","0","0","0","0","30.2","33.3","28.2","5.7","23.8",NA,NA,NA
"Marina Barrage","2014","7","22","0","0","0","0","30.1","32.9","28.4","6.3","23.4",NA,NA,NA
"Marina Barrage","2014","7","23","0","0","0","0","30.3","33","28.5","5.4","21.2",NA,NA,NA
"Marina Barrage","2014","7","24","0","0","0","0","30.2","33.4","28.3","5.4","18.7",NA,NA,NA
"Marina Barrage","2014","7","25","0","0","0","0","30.5","34.6","28.2","5.5","18",NA,NA,NA
"Marina Barrage","2014","7","26","0","0","0","0","30.6","34.1","28.6","6.1","19.8",NA,NA,NA
"Marina Barrage","2014","7","27","20.6","14.4","20","20.4","29","32.6","23.5","5.9","100.1",NA,NA,NA
"Marina Barrage","2014","7","28","0","0","0","0","29.8","32.9","28.4","5","25.2",NA,NA,NA
"Marina Barrage","2014","7","29","72","35.6","63.4","72","28.6","32.8","23.9","5.5","30.2",NA,NA,NA
"Marina Barrage","2014","7","30","34.6","30.4","34","34.6","28.1","31.9","23.7","4.5","39.2",NA,NA,NA
"Marina Barrage","2014","7","31","0.4","0.4","0.4","0.4","28","29.6","25","5.4","26.6",NA,NA,NA
"Marina Barrage","2014","8","1","0","0","0","0","29.2","32.4","27.3","5.3","18.7",NA,NA,NA
"Marina Barrage","2014","8","2","11.8","11.8","11.8","11.8","29.2","32.4","25.4","5.4","27.4",NA,NA,NA
"Marina Barrage","2014","8","3","0","0","0","0","29.2","31.9","26.9","4.9","24.1",NA,NA,NA
"Marina Barrage","2014","8","4","0.6","0.6","0.6","0.6","29.2","32.2","27.1","5.2","24.1",NA,NA,NA
"Marina Barrage","2014","8","5","2.8","2.2","2.2","2.4","26.9","29.1","23.9","6.3","50.8",NA,NA,NA
"Marina Barrage","2014","8","6","10.4","10","10.4","10.4","27.9","30.6","24","4.6","29.5",NA,NA,NA
"Marina Barrage","2014","8","7","0.6","0.6","0.6","0.6","28","31.4","25.8","5.1","24.5",NA,NA,NA
"Marina Barrage","2014","8","8","0","0","0","0","28.2","30.7","26.8","5","23",NA,NA,NA
"Marina Barrage","2014","8","9","0","0","0","0","29.5","33.7","27.3","6.3","25.2",NA,NA,NA
"Marina Barrage","2014","8","10","0","0","0","0","28.8","32.9","27.5","5.2","25.6",NA,NA,NA
"Marina Barrage","2014","8","11","0","0","0","0","28.5","31.7","26.9","4.7","20.9",NA,NA,NA
"Marina Barrage","2014","8","12","0","0","0","0","27.6","29.4","26.6","4.7","28.8",NA,NA,NA
"Marina Barrage","2014","8","13","1.8","1.4","1.8","1.8","26.7","27.9","25.4","3.9","19.1",NA,NA,NA
"Marina Barrage","2014","8","14","10.2","5.8","7.8","10","27.3","30.2","25.2","5.1","27.4",NA,NA,NA
"Marina Barrage","2014","8","15","21.8","17.2","21.6","21.6","27","29.2","23.4","3.8","33.8",NA,NA,NA
"Marina Barrage","2014","8","16","0","0","0","0","29","32.3","27.1","5.1","18.7",NA,NA,NA
"Marina Barrage","2014","8","17","0","0","0","0","29.3","32.7","27.8","5.2","20.2",NA,NA,NA
"Marina Barrage","2014","8","18","3.8","1.8","2.6","2.8","29","33","26.9","5.5","27.4",NA,NA,NA
"Marina Barrage","2014","8","19","16.8","15","16.2","16.2","28.5","32.4","24.3","4.7","25.9",NA,NA,NA
"Marina Barrage","2014","8","20","1.8","1","1.2","1.6","28.2","32.7","26.6","4.1","25.2",NA,NA,NA
"Marina Barrage","2014","8","21","19","17.4","19","19","28.5","32.7","24.8","4.2","29.2",NA,NA,NA
"Marina Barrage","2014","8","22","3.8","3.8","3.8","3.8","28.9","32.6","26.4","6.8","34.2",NA,NA,NA
"Marina Barrage","2014","8","23","0","0","0","0","29","32","27.3","5.4","22.3",NA,NA,NA
"Marina Barrage","2014","8","24","1.8","1.6","1.8","1.8","28","30.5","26.7","3.2","19.4",NA,NA,NA
"Marina Barrage","2014","8","25","10","7.4","8.6","9.8","27.5","31.8","23.4","3.2","23",NA,NA,NA
"Marina Barrage","2014","8","26","6.2","5.6","6","6.2","27.3","30.8","22.9","4","29.5",NA,NA,NA
"Marina Barrage","2014","8","27","27.8","9.4","17.6","24","27.2","30.7","22.9","4.8","30.2",NA,NA,NA
"Marina Barrage","2014","8","28","4.6","1.2","1.6","2.6","26.7","30.2","23.4","4.7","36.4",NA,NA,NA
"Marina Barrage","2014","8","29","0.2","0.2","0.2","0.2","27.3","30.8","24.6","4.3","32",NA,NA,NA
"Marina Barrage","2014","8","30","0","0","0","0","28.3","32.8","25.5","4.6","17.6",NA,NA,NA
"Marina Barrage","2014","8","31","0","0","0","0","28.9","31.4","27.3","6.1","25.2",NA,NA,NA
"Marina Barrage","2014","9","1","0","0","0","0","29.8","34.1","27.5","6.6","20.9",NA,NA,NA
"Marina Barrage","2014","9","2","0","0","0","0","29.2","32.5","27.2","5.4","25.9",NA,NA,NA
"Marina Barrage","2014","9","3","59.4","42.2","56","59.4","27.2","32.5","22.4","3.3","33.8",NA,NA,NA
"Marina Barrage","2014","9","4","0","0","0","0","28.7","32.4","25.2","3.7","17.3",NA,NA,NA
"Marina Barrage","2014","9","5","1.8","1.6","1.8","1.8","28.2","31.3","24.3","5.2","37.1",NA,NA,NA
"Marina Barrage","2014","9","6","5.4","5.4","5.4","5.4","27.8","29.9","25.3","8.4","41.4",NA,NA,NA
"Marina Barrage","2014","9","7","0.2","0.2","0.2","0.2","28.8","32.6","26.4","3.4","16.9",NA,NA,NA
"Marina Barrage","2014","9","8","0","0","0","0","29.6","32.9","26.6","4.2","18",NA,NA,NA
"Marina Barrage","2014","9","9","0","0","0","0","29","33.7","27.8","5.5","23",NA,NA,NA
"Marina Barrage","2014","9","10","0","0","0","0","29.4","32.2","27.8","6","23",NA,NA,NA
"Marina Barrage","2014","9","11","63.4","28.6","35","40.8","27.8","32.4","23.4","6.2","43.6",NA,NA,NA
